,acc,loss
0,0.47972,0.09080129150152207
1,0.6202,0.06773057314515114
2,0.6869,0.05624976703554392
3,0.73514,0.047942132455706596
4,0.77802,0.04032667912349105
5,0.81486,0.03329444481521845
6,0.84896,0.027124127776958048
7,0.87612,0.022270213341414928
8,0.90078,0.017724483031695708
9,0.92026,0.01444364183232654
10,0.93278,0.012165391585004981
11,0.94198,0.01057799171835417
12,0.9477,0.009331633108507376
13,0.9543,0.008313529463594314
14,0.95742,0.0077569124399940485
15,0.96162,0.0070657574808716895
16,0.96602,0.006355621585287299
17,0.96686,0.006169818286017289
18,0.96714,0.0061296838741013195
19,0.96816,0.005811846163055961
20,0.972,0.005333769604437839
21,0.97264,0.005274063227335864
22,0.97412,0.004980768150003787
23,0.9761,0.004373097590514408
24,0.97558,0.004824631238022193
25,0.97568,0.004700565428270618
26,0.9783,0.004177717926469523
27,0.97818,0.004300320851337637
28,0.97834,0.004158957992238838
29,0.98146,0.0037457720106778107
30,0.9794,0.004105645559283475
31,0.98126,0.0038400424102345973
32,0.98104,0.003890717006571699
33,0.98246,0.003544330029363655
34,0.98214,0.0036823568057083593
35,0.9833,0.003309472329923301
36,0.98226,0.0035613999220050385
37,0.98244,0.003579496807221816
38,0.9842,0.0032503299867187685
39,0.9834,0.003423883740033715
40,0.98406,0.0032775876894389376
41,0.98416,0.003190368096639952
42,0.98564,0.002859196889213962
43,0.98588,0.00300925380968378
44,0.98504,0.0031149464571989063
45,0.9862,0.0029476438348302473
46,0.98524,0.003231387246838143
47,0.98642,0.002774762426667361
48,0.98622,0.0030131215792056805
49,0.9882,0.0024362220894529594
