,acc,loss
0,0.46844,0.09332683128833771
1,0.60822,0.06988964883983136
2,0.67096,0.0592656651198864
3,0.72132,0.05026530105173588
4,0.7622,0.04274159771323204
5,0.8021,0.035737583446949724
6,0.8365,0.02941121453523636
7,0.86498,0.024149096170291304
8,0.89042,0.019768182349614798
9,0.91128,0.015981808192706667
10,0.92588,0.013310358381872065
11,0.93462,0.011602634226551745
12,0.94626,0.009722141117476858
13,0.95036,0.009072227620650082
14,0.95426,0.008272351386949886
15,0.95772,0.007732567409192561
16,0.96228,0.006998829297943739
17,0.96634,0.006392049440008704
18,0.9661,0.006342448819182755
19,0.96814,0.006042590672090009
20,0.97024,0.0055536726973821355
21,0.97144,0.0055092670431431175
22,0.97246,0.005400839179023387
23,0.9748,0.00467493858303882
24,0.9745,0.005035649483818142
25,0.97518,0.004723916214546917
26,0.9771,0.004489680661937191
27,0.97694,0.004536610590221184
28,0.9771,0.004423720491368831
29,0.97894,0.004291584706145249
30,0.9788,0.004136535454853147
31,0.97952,0.0040794790300271505
32,0.98084,0.003877333620633249
33,0.98086,0.0038842196565551843
34,0.9814,0.003779323872650257
35,0.9816,0.0037702861461363273
36,0.9821,0.0036960334269913356
37,0.9832,0.0033394149223630928
38,0.98406,0.0032272395442670496
39,0.98414,0.0033205974922402765
40,0.98356,0.003343018305950235
41,0.98388,0.003387982520075102
42,0.9842,0.0033250602107756685
43,0.9846,0.0031640695257611163
44,0.9848,0.0032259295411231513
45,0.9867,0.0027866882662716955
46,0.98532,0.0031318574081004077
47,0.98638,0.0029645637028436183
48,0.98792,0.0025339838747866134
49,0.98548,0.0031595670015911945
