,0,1,2,3,4,5,6,7,8,9
0,0.07682123267650605,0.0606882127225399,0.11819028556346893,0.11109218776226043,0.09122085386514664,0.06127303409576416,0.055964309692382815,0.06481286290287971,0.048974601209163665,0.06452112349867821
1,0.061063353717327115,0.04331650906801224,0.07829482817649841,0.10950295937061309,0.07446042257547379,0.08001284497976303,0.057125542551279065,0.06877914923429489,0.03359241732209921,0.04854390816390514
2,0.04986022415757179,0.04560068719089031,0.07945939654111862,0.1122460765838623,0.051139623552560805,0.0844197354912758,0.042095500469207764,0.07494194066524505,0.051360166132450105,0.07275081078708172
3,0.05884536300599575,0.036685300022363664,0.09802439236640931,0.10055674475431442,0.06046731346845627,0.07214198333024979,0.04002321125566959,0.04994886121153831,0.04797961010038853,0.03799405780434609
4,0.06632789617776871,0.04959673216938972,0.09866392505168915,0.07695401030778885,0.06778934180736541,0.05710346221923828,0.0744288583099842,0.05995170825719833,0.03702182337641716,0.03633846588432789
5,0.059492622196674345,0.05487380377948284,0.08388518926501275,0.09744162440299987,0.08834912323951721,0.05018665489554405,0.06921986761689186,0.06333381864428521,0.07088074520230293,0.03196528915315867
6,0.07463528352975846,0.031452749475836754,0.10513514906167984,0.09812303906679154,0.08775622749328613,0.0594027906358242,0.05408297599852085,0.07736829921603203,0.0449974915869534,0.06841842658817768
7,0.04479402884747833,0.057865913569927215,0.10739137762784957,0.10406799989938736,0.10128317528963089,0.0647835881114006,0.0864717093706131,0.07864386928081513,0.05547060525417328,0.07182862553372979
8,0.08028529497981071,0.07129438465833664,0.11174469557404518,0.12434952396154404,0.08825100868940354,0.08482401037216186,0.06286242720484733,0.08433023393154145,0.045840537905693056,0.060810967463999985
9,0.10536101198196411,0.06384552692621946,0.09900261858105659,0.14316105329990386,0.06746230193972588,0.10221308788657188,0.06685047049820424,0.07432416872680188,0.08236074601113796,0.08085954995453358
10,0.08465855103731156,0.06548219153285026,0.14538645380735396,0.15277851355075836,0.07602466878294944,0.0905933844447136,0.07640310937166214,0.0797366742491722,0.08621610131859779,0.07020986972004176
11,0.0867688442338258,0.06914017236232757,0.19090307444334031,0.14188789588212966,0.10202177810668946,0.1493508363366127,0.0794709938839078,0.0707733204960823,0.061192325092852114,0.06249605250172317
12,0.07272430158406495,0.05973906161263585,0.14865806454420089,0.1796800011396408,0.11740598338842392,0.13647732329368592,0.09756492905505001,0.07987206588685512,0.11074425145983696,0.06890879046916962
13,0.1012787709608674,0.07810371422278695,0.15265611654520034,0.16245110416412353,0.13223480319976808,0.1511803194284439,0.1067657330930233,0.08395924484729766,0.07646631186455488,0.0928508623689413
14,0.09174634376168252,0.08857815250288695,0.17166540986299514,0.2022133585214615,0.12911957773566246,0.12115370947122574,0.09362410232424737,0.11091227826476097,0.07761402574181557,0.07358093978650868
15,0.1374142552614212,0.11464531165361404,0.1532988994717598,0.15601757991313933,0.1383642075508833,0.17944565677642824,0.0661154117131373,0.1250120375752449,0.0787045578956604,0.11107692057080566
16,0.12020733019709587,0.09639721585251392,0.14671989226341248,0.24791645121574402,0.0962504352107644,0.18920191043615342,0.09501785804657266,0.11408336406946182,0.09953751122951507,0.12360346686840057
