,0,1,2,3,4,5,6,7,8,9
0,0.2530435698032379,0.1854467613697052,0.2302264041900635,0.1843631511926651,0.006965988155454397,0.2211796889305115,0.16558713054656982,0.2178895752429962,0.2163843948841095,0.11488848054409027
1,0.21767225646972657,0.26436017322540284,0.24023863673210144,0.13107340812683105,0.30419464230537413,0.281405366897583,0.0022540886213537306,0.3336034321784973,0.09266782531142234,0.1975401771068573
2,0.12868413507938384,0.1426626682281494,0.007379934005439281,0.14718179178237914,0.24482142543792726,0.2814209303855896,0.1257252699136734,0.19008346247673036,0.09614931941032409,0.16500710237026214
3,0.4649443030357361,0.8743478422164916,0.0008817614271538332,0.24667127203941344,0.6227569217681885,0.5617672953605651,0.4767635545730591,0.4603443665504456,0.6535227117538452,0.3605714931488037
4,0.13199770385026932,0.0699331391453743,0.1643536820411682,0.12039332723617553,0.17607355344295503,0.011826490335166454,0.11967157179117202,0.14698855483531953,0.09598693096637725,0.05812257304787636
5,0.10523641175031662,0.10281229561567307,0.011392319034319372,0.12080478769540787,0.26179822540283204,0.2904446337223053,0.1214034572839737,0.14987562251091002,0.0883494984358549,0.1372053039073944
6,0.08140766260027886,0.054488239035010336,0.16123226153850556,0.11516961526870728,0.1656499968767166,0.018545088291168212,0.15015010422468186,0.09392715615034103,0.08462348353862763,0.08429429537057877
7,0.07346667495369912,0.039827570840716364,0.1286122339963913,0.028560416981577873,0.15697653567790984,0.1447788063287735,0.11207222971320152,0.12989731836318968,0.0717281781733036,0.10023928582668304
8,0.07404146946966648,0.05688988026231527,0.03614946883171797,0.11139046084880828,0.1546570041179657,0.22706089210510255,0.0924424470961094,0.13435997521877288,0.08396639987826347,0.12781055814027786
9,0.0878242752701044,0.05983800755441189,0.049061294250190256,0.1047854009270668,0.1397406852245331,0.18311885678768158,0.09125396633148193,0.12759267181158065,0.072020295009017,0.07491540607064963
10,0.06893730172514916,0.060750118851661684,0.1240833752155304,0.0991337808072567,0.1276037331223488,0.1555419651865959,0.1198828133046627,0.044908035196363924,0.07016510906070471,0.0702864989861846
11,0.11885544428229332,0.06177761261537671,0.06415803185105323,0.12666843512654305,0.13701625895500183,0.18887504422664642,0.10061684623360634,0.11674708685278892,0.07031373433768749,0.08283988343551756
12,0.07180034917593002,0.06480452144891023,0.06939120811223984,0.22451145875453948,0.13735520648956298,0.1548855892419815,0.09461131593585015,0.08422249140404164,0.06687227669358253,0.09412615042924881
13,0.12451428127288819,0.08615356457233429,0.17019395378232002,0.08655129696428776,0.18431159472465516,0.14874767458438873,0.13418829703330995,0.13121834921836853,0.06728179252147674,0.06702580101415515
14,0.12452009859681129,0.0661352176964283,0.08166132965683937,0.13219837990403174,0.16679657143354415,0.20943889325857162,0.1252148526906967,0.1646786806881428,0.07535714517533779,0.12101525527238846
15,0.11376321330666542,0.07165405081212521,0.15385041803121566,0.09811228583939373,0.15629735654592514,0.2045006582736969,0.1531229635477066,0.1441911685168743,0.09911372669041157,0.10590640476346017
16,0.13393043765425683,0.13011688461899756,0.09306487781926989,0.16482339650392533,0.19707755959033965,0.22831640231609346,0.11417953440546989,0.15406149956583975,0.07271551906690002,0.07613739210180938
17,0.14580382364988326,0.14530910861492158,0.20203574520349502,0.1984624172449112,0.16285843962430954,0.08894651319831609,0.17388514590263365,0.14466298669576644,0.08982650880515576,0.06224535868316889
18,0.11193136372417212,0.0687459418833023,0.11548067559860646,0.16392691457271577,0.2194737800359726,0.3635686326026917,0.09177206932008267,0.14511077859997748,0.056545275492593645,0.1086288326382637
19,0.08778779317485169,0.10857426976785063,0.19957361364364623,0.20892753690481186,0.17364139676094056,0.11131240082532168,0.12308219742774963,0.1536776068210602,0.11999808636307717,0.08687251804023981
