,acc,loss
0,0.44478,0.09823663038015365
1,0.59208,0.07265500393629074
2,0.666,0.059876617549061775
3,0.71958,0.050558134509921075
4,0.76308,0.042686117143183946
5,0.8044,0.0352941301099956
6,0.83966,0.029146232997477053
7,0.87158,0.023346924104392527
8,0.8937,0.01916323473518714
9,0.91248,0.01601104628367815
10,0.92728,0.01317176481377799
11,0.93732,0.011376630803309381
12,0.94504,0.009890660031435546
13,0.95256,0.00857155031493632
14,0.95578,0.00804920062848134
15,0.96038,0.007373415837062057
16,0.96354,0.006740805265163435
17,0.96466,0.006605603691534488
18,0.96762,0.006258953132877068
19,0.96884,0.005912948422591507
20,0.9696,0.00575575769170202
21,0.9731,0.005351015485777243
22,0.97188,0.005247521978739751
23,0.97408,0.00513606512673985
24,0.97512,0.004789811424799773
25,0.97548,0.004782808600461467
26,0.97698,0.004541657634004787
27,0.97776,0.004412821648850404
28,0.97748,0.004365659511749864
29,0.9779,0.0041512737147428565
30,0.9789,0.004031399699543372
31,0.98082,0.0039214648236348786
32,0.98176,0.003701563614845926
33,0.98094,0.003686277753986301
34,0.98114,0.003786001269713929
35,0.98184,0.0036499710883209765
36,0.9823,0.003532779338630662
37,0.98234,0.003721344448261832
38,0.98456,0.0032091193924872153
39,0.9844,0.0032060280218285196
40,0.98448,0.0032689708364842364
41,0.98552,0.002999169162893235
42,0.98444,0.003179006784850658
43,0.9849,0.003063194254476447
44,0.9852,0.0029033205707730946
45,0.98658,0.002717661041048307
46,0.986,0.0029945110502896002
47,0.98608,0.0027798252528232217
48,0.9866,0.0027177126309510164
49,0.98672,0.0029119821417751615
