,acc,loss
0,0.44636,0.09777889518380165
1,0.59494,0.07184636933922768
2,0.66486,0.060064090084731576
3,0.71684,0.05089834613829851
4,0.75792,0.04357183302596211
5,0.7991,0.03591366213001311
6,0.83412,0.029689789963401853
7,0.86578,0.02410538534436375
8,0.8922,0.019370678148381414
9,0.91142,0.016058432308919728
10,0.92634,0.013337350771492347
11,0.9385,0.011272533606393263
12,0.94496,0.010038886933020548
13,0.95034,0.008897177371829748
14,0.95524,0.008251971623928402
15,0.95894,0.007511728560612973
16,0.96232,0.006755327926636964
17,0.96486,0.0065800587656073915
18,0.96618,0.006196148175517446
19,0.96858,0.005990156089448137
20,0.97094,0.005475986238926271
21,0.9716,0.005410214727101193
22,0.9722,0.005209563643893526
23,0.97316,0.0050616690390115765
24,0.97306,0.004981281967718314
25,0.97588,0.004619030389186737
26,0.97718,0.004377174678059942
27,0.97758,0.004529155371630186
28,0.9788,0.004170513426435573
29,0.97866,0.004113153392482837
30,0.97868,0.004274515146638746
31,0.97886,0.004049165959874828
32,0.98034,0.003973199333105836
33,0.982,0.003588085965850314
34,0.98164,0.0035696468363947747
35,0.9812,0.003866990894597836
36,0.98256,0.0034941061234579616
37,0.98182,0.0036250149054293866
38,0.98278,0.0034384836404052384
39,0.98418,0.0032995007108505285
40,0.98368,0.0033328812941168144
41,0.98568,0.0029139705213249373
42,0.98354,0.003360238085659738
43,0.98472,0.003129917837800991
44,0.98382,0.003538120267513951
45,0.9852,0.0030665356371273413
46,0.98662,0.0027942193849458978
47,0.98592,0.0029388811164348374
48,0.98554,0.003113321850656531
49,0.98686,0.002684930178484201
