,acc,loss
0,0.44936,0.09692425975322723
1,0.60094,0.07088493358671666
2,0.67074,0.058863419239223
3,0.72578,0.049451775096058845
4,0.77006,0.04163648801982403
5,0.80728,0.03477979987375438
6,0.84254,0.028660540423542262
7,0.8715,0.023477336729988457
8,0.89548,0.018886483425274492
9,0.91278,0.01565499381063506
10,0.92802,0.013139299042169005
11,0.93562,0.011592202686369419
12,0.94402,0.00996352214859333
13,0.95128,0.008889046052170451
14,0.95328,0.008507249369584025
15,0.95654,0.007668280225275085
16,0.95994,0.0072739749790373025
17,0.96476,0.006645565787470113
18,0.96532,0.006490433522863969
19,0.96768,0.005925009167164208
20,0.96888,0.005944472791240405
21,0.97088,0.005478612735912384
22,0.97202,0.005142887722528976
23,0.97214,0.005269428720928991
24,0.97242,0.005332189276042372
25,0.975,0.0047146890013721535
26,0.9749,0.004834887777179028
27,0.97582,0.00473221617266056
28,0.97636,0.0045556064690864696
29,0.97836,0.00436261604563193
30,0.97696,0.004452781241499427
31,0.9795,0.004084517044815212
32,0.97938,0.004174669478118131
33,0.98026,0.0040585707946902425
34,0.97998,0.004062939467491733
35,0.98166,0.0035486591597063306
36,0.9822,0.003589345631561743
37,0.98258,0.0034268305240550217
38,0.98188,0.0036037094563948504
39,0.98282,0.0036343843739323803
40,0.98416,0.0032470875310407384
41,0.98282,0.003480994101916415
42,0.98428,0.0030926484728532894
43,0.98388,0.003417383998009459
44,0.9836,0.003278797492702845
45,0.9844,0.0032175279492070155
46,0.98474,0.0030252098607703158
47,0.98592,0.0028415370082771245
48,0.98472,0.0031557262571875254
49,0.98646,0.0026783721033483503
