,acc,loss
0,0.45766,0.09655080782175064
1,0.60568,0.0703968040138483
2,0.67594,0.058514282236397264
3,0.72264,0.049872282957434656
4,0.7664,0.04200604899391532
5,0.80942,0.03463230490431189
6,0.84124,0.028375576270222663
7,0.87136,0.023079877065718173
8,0.89456,0.018873602514080705
9,0.91594,0.015102556794686244
10,0.92692,0.013038852564254775
11,0.9404,0.010669922779137269
12,0.94488,0.009986664032129338
13,0.95176,0.008644666171242715
14,0.9572,0.00791903348590422
15,0.96022,0.0072890009508642835
16,0.96148,0.007084242756813183
17,0.96536,0.006407263013886404
18,0.96712,0.006187136758767246
19,0.96882,0.005845901146325778
20,0.9691,0.005783148812250292
21,0.97196,0.0051489849262907955
22,0.97214,0.005373750725756909
23,0.97362,0.0049989620450993245
24,0.9746,0.004871729385448925
25,0.97584,0.004588756342097331
26,0.97718,0.0044286929193239665
27,0.97632,0.004477010651909913
28,0.9764,0.004524549845988546
29,0.9771,0.004511020063504068
30,0.97958,0.004099843672729539
31,0.97862,0.004125557539804124
32,0.9795,0.0040182946660341804
33,0.98236,0.0035228179890985077
34,0.98004,0.004142608490578303
35,0.9817,0.0036050122355568122
36,0.98196,0.003714192743549372
37,0.98244,0.003630956324681226
38,0.9846,0.003208742210928321
39,0.9841,0.0033414035559659167
40,0.98312,0.003651008365106397
41,0.98378,0.003263070569395048
42,0.9836,0.0035496394910943265
43,0.98428,0.0032965614925467342
44,0.98502,0.0032353578881023897
45,0.98558,0.0029988955298650647
46,0.98546,0.002962050750598734
47,0.9856,0.003042562189237641
48,0.9838,0.0033569092404400315
49,0.98654,0.0028580185950715076
