,acc,loss
0,0.42766,0.10062937602758408
1,0.57746,0.07458889335513115
2,0.65346,0.062204540612697604
3,0.7068,0.05305188430488109
4,0.74948,0.04568937293931842
5,0.78734,0.03868630619987845
6,0.81948,0.03244677863754332
7,0.85112,0.027037719563879074
8,0.87798,0.022301132025644183
9,0.89826,0.01845165197160095
10,0.91518,0.015430976761705241
11,0.92742,0.01297159473257605
12,0.93652,0.011227067472976632
13,0.94544,0.009811425795538817
14,0.94918,0.009091489000865259
15,0.95514,0.008139759486058029
16,0.95884,0.007592370745154913
17,0.96136,0.007073587716875482
18,0.96338,0.006925539049449872
19,0.96596,0.0064771001590258675
20,0.96814,0.006076140351584763
21,0.96818,0.005810671019628935
22,0.97012,0.00546637726680754
23,0.97004,0.0055318536492991
24,0.97284,0.005187746684859703
25,0.97334,0.005014132186101124
26,0.97536,0.0047239888883211095
27,0.9753,0.004684333581749816
28,0.9764,0.004492879188722336
29,0.97728,0.0042788875064748025
30,0.97774,0.004394529859803815
31,0.97832,0.004146043759813192
32,0.97738,0.004332704593583585
33,0.97972,0.004065046873912452
34,0.9803,0.003865697897942996
35,0.97946,0.004000496336740564
36,0.98284,0.003371110809627877
37,0.98198,0.003616404794634075
38,0.98276,0.0034881750801461693
39,0.9815,0.0035862831034484044
40,0.9842,0.003180466292701876
41,0.98392,0.003341622532349633
42,0.98264,0.003458064955958047
43,0.9841,0.003191947429129609
44,0.9838,0.003365086991556011
45,0.98408,0.0033099611723003044
46,0.98514,0.0030272044873472597
47,0.98714,0.002649935673394177
48,0.98408,0.003435601156373791
49,0.98658,0.0026071219445695103
