,acc,loss
0,0.43748,0.09985656005263328
1,0.59396,0.07193147770166397
2,0.6625,0.06046391995847225
3,0.7115,0.05207290353357792
4,0.74954,0.04510782716155052
5,0.78606,0.03874879463300109
6,0.82138,0.032391105518713596
7,0.84704,0.027638686461001635
8,0.87402,0.022810452868063002
9,0.89512,0.01905921169564128
10,0.9109,0.016077133108731358
11,0.92582,0.013488463302250021
12,0.9339,0.011834649998657406
13,0.9451,0.009981113036926836
14,0.94876,0.009299257357378956
15,0.95132,0.008617535847973777
16,0.95658,0.007768979437283706
17,0.9605,0.007268871348540415
18,0.96434,0.006660229154196714
19,0.96466,0.006371653008633002
20,0.96654,0.00619377057085585
21,0.96726,0.006097157101457851
22,0.97064,0.005531641397897183
23,0.97212,0.005306356644305488
24,0.97182,0.00530155388991312
25,0.97374,0.0049327927291016385
26,0.97388,0.004932556426655974
27,0.97542,0.00474087445974983
28,0.97658,0.004535886367665253
29,0.97754,0.004384167332239995
30,0.977,0.004278954622543606
31,0.97824,0.004222723931467154
32,0.98066,0.0038637173421959413
33,0.98136,0.003646736652148538
34,0.97962,0.004111966506624453
35,0.98064,0.0037364076372785756
36,0.98174,0.0035653825407799284
37,0.98096,0.003762175012612133
38,0.98394,0.003219876521355104
39,0.98262,0.0033006784872651133
40,0.98322,0.003326973635526998
41,0.9826,0.003595306915669483
42,0.98418,0.003216782830396892
43,0.9837,0.003194589558979432
44,0.98536,0.0028972902180731245
45,0.98412,0.0033689085021299356
46,0.98522,0.0030521685574468266
47,0.9847,0.0030027810979490277
48,0.98584,0.002855324963594595
49,0.98638,0.002849991015061163
