,acc,loss
0,0.4401,0.09846791710019112
1,0.59858,0.07091751780509949
2,0.66862,0.059258055532574655
3,0.71788,0.05053614734947681
4,0.76406,0.042685310798883436
5,0.80038,0.03584446365579963
6,0.83584,0.029661386646814645
7,0.8629,0.024480260563977063
8,0.88916,0.019803397087734192
9,0.9084,0.016439782280144283
10,0.92402,0.013678517366806045
11,0.93718,0.011099199268482626
12,0.9433,0.0102113861443731
13,0.94938,0.009083849063983653
14,0.9557,0.007993169119627564
15,0.95794,0.007810555344820023
16,0.96204,0.006815410025115125
17,0.96424,0.006529733038202103
18,0.96708,0.005872450350095096
19,0.9692,0.005724166244585649
20,0.96908,0.005750856080432277
21,0.97148,0.005269228012777312
22,0.9735,0.004989755944376866
23,0.97244,0.005163300949036384
24,0.9734,0.004958080583390947
25,0.976,0.0045168260405479485
26,0.97622,0.004479149536207392
27,0.97552,0.0046521522302941775
28,0.97812,0.004128717366391722
29,0.97816,0.004224312537883743
30,0.98016,0.0039250292762782555
31,0.97964,0.003993945881594537
32,0.98102,0.003597133855779548
33,0.98056,0.0037300438775918964
34,0.98244,0.0034961465355339352
35,0.98212,0.0035174430248600085
36,0.98298,0.0034558999297049967
37,0.98178,0.0037702321716608367
38,0.98342,0.0032866784315794245
39,0.98242,0.003593581212736908
40,0.98494,0.0030476695210294317
41,0.98402,0.003375308648729724
42,0.9853,0.0030205524547315963
43,0.98452,0.0032128725282491895
44,0.98456,0.0032163648566359802
45,0.9851,0.0029087760528671556
46,0.98498,0.003094844651013583
47,0.98626,0.002718885382431696
48,0.98512,0.0030483648299860283
49,0.98626,0.0027266221443991547
